Id,Name,Country,City,Address,Latitude,Longitude
3,Hampton Inn-st Robert,US,Saint Robert,103 Saint Robert Plaza Dr,37.82382,-92.149721
8589934593,Cascabel,US,Norwood,45045 Sanborn Park Rd,38.158896,-108.241334
25769803776,Best Western Plus Arlington North Hotel and Suites,US,Grand Prairie,2075 N Us State Nighway 360,32.783764,-97.06028
25769803781,Eaglecrest Ski Area,US,Juneau,155 S Seward St,58.299629,-134.405992
34359738370,Sherwood Hills Resort,US,Wellsville,Highway 89 91,41.616549,-111.932986
42949672961,Holiday Inn Express and Suites Canyonville,US,Canyonville,200 Creekside Dr,42.9414,-123.28994
42949672966,Royal Inn Motel,US,Petersburg,23 S Little Church St,37.229694,-77.3928
51539607556,The Savoy Hotel,US,Miami Beach,425 Ocean Dr,25.77385,-80.132075
60129542148,Americas Best Value Inn,US,Florence,3024 Tv Rd,34.26574,-79.73134
77309411328,The Point,US,Saranac Lake,Po Box 1327,44.304794,-74.336525
77309411333,Budget Host,US,Interior,900 Sd Highway 377,43.737682,-101.96541
85899345922,Quality Inn and Suites Eugene-springfield,US,Springfield,3550 Gateway St,44.08588,-123.04228
85899345925,Central House,US,Bar Harbor,60 Cottage St,44.389041,-68.208009
103079215105,Websters Manor,US,Mullins,115 E James St,34.207755,-79.254744
111669149697,Vista Hotel On Lake Tarpon,US,Palm Harbor,37611 Us Highway 19 N,28.115091,-82.739762
111669149700,Comfort Inn,US,Glasgow,210 Calvary Dr,36.985054,-85.9343
120259084291,Econo Lodge Bellmawr,US,Bellmawr,301 S Black Horse Pike,39.86358,-75.07821
128849018883,Sci�� On Martin,US,Washington,Viale 2 Giugno 1,45.54057,8.81226
128849018886,Studio 6,US,Mansfield,7 E Wellsboro St,41.807106,-77.07787
137438953473,Country Inn and Suites By Carlson,US,Elkhart,3250 Northview Dr,41.73513,-85.97723
146028888068,Super 8 Belle Fourche,US,Belle Fourche,501 National St,44.66265,-103.85426
154618822656,Menehune Reservations,US,Kihei,760 S Kihei Rd,20.763436,-156.458353
180388626432,Residence Inn By Marriott Irvine John Wayne Airport,US,Irvine,2855 Main St,33.67971,-117.837279
188978561025,Hyatt Centric Arlington,US,Arlington,1325 Wilson Blvd,38.89493,-77.07247
