Id,Name,Country,City,Address,Latitude,Longitude
575525617665,Alpine Motel,US,Providence,485 Douglas Ave,41.84353,-71.42781
584115552256,Hunting Lodge,US,Finleyville,3529 Washington Ave,40.252094,-80.00437
592705486851,Outside Inn,US,Las Vegas,9941 W Charleston Blvd,36.15889,-115.31277
618475290625,Candlewood Suites Fort Smith,US,Fort Smith,7501 Madison Ave,35.3481292,-94.34935539
627065225217,Economy Inn,US,Harrisonburg,3467 N Valley Pike,38.478158,-78.821924
652835028993,Saddleback Motor Inn,US,Rangeley,2303 Main Street Us Rt 4,44.965683,-70.64271
652835028998,Super 8 Bradenton Sarasota Area,US,Bradenton,6516 14th St W,27.424069,-82.575539
661424963585,Village Lodge,US,Ruidoso,1000 Mechem Dr,33.351721,-105.674432
661424963590,Holiday Inn Express,US,Bowlinggreen,2150 E Wooster St,41.374331,-83.608374
678604832771,Holiday Inn Express Hotel and Suites Hesperia,US,Hesperia,9750 Key Point Ave,34.42794,-117.38383
687194767365,Holiday Inn Victorville,US,Victorville,15494 Palmdale Rd,34.50722,-117.32561
695784701956,Courtyard Burlington Harbor,US,Burlington,25 Cherry St,44.47912,-73.21863
712964571136,Big Mountain Lodge,US,Whitefish,6390 Us Highway 93 S,48.391121,-114.335838
721554505731,Comfort Inn and Suites,US,Black River Falls,W 10170 Highway 54 E,44.29782,-90.82021
730144440325,Super 8 Blackwell Ok,US,Blackwell,1014 W Doolin Ave,36.8115,-97.29803
747324309505,"Holiday Inn Express Howe (sturgis, Mi)",US,Howe,45 W 750 N,,
755914244099,Rapid City Days Inn,US,Rapid City,1901 W Main St,44.07962,-103.24987
764504178689,Econo Lodge,US,London,105 Melcon Ln,37.145106,-84.108375
773094113283,Residence Inn Burlington Colchester,US,Colchester,71 Rathe Rd,44.51407,-73.18283
781684047876,Hamton Inn New Orleans Westbank,US,Harvey,1651 5th St,29.889694,-90.0578
790273982468,"La Posada Lodge & Casitas, An Ascend Hotel Collection Member",US,Tucson,5900 N Oracle Rd,32.31373,-110.977477
798863917060,Bear Cove Inn,US,Saint Ignace,2055 Business Loop I 75,45.87557,-84.73229
807453851651,1900 House,US,Narragansett,59 Kingstown Rd,41.431695,-71.461518
816043786240,Super 8 Ithaca,US,Ithaca,400 S Meadow St,42.436007,-76.508315
816043786245,40 Berkeley Hostel,US,Boston,40 Berkeley St,42.346133,-71.071032
824633720836,Extended Stay America Philadelphia - Exton,US,Exton,877 N Route 100,40.362305,-75.62609
824633720840,Days Inn Lincolnton,US,Lincolnton,614 Clark Dr,35.47112,-81.23998
833223655426,Miami Executive Hotel,US,Miami,4350 S W 8th St,25.76433,-80.26619
841813590018,Mccamly Plaza Hotel,US,Battle Creek,50 Capital Ave S W,42.312,-85.19201
841813590020,Candlewood Suites Eugene Springfield,US,Eugene,3005 Franklin Blvd,44.04401959,-123.0476193
850403524610,Extended Stay America - Columbia - Northwest Harbison,US,Irmo,1170 Kinley Rd,34.09128,-81.16052
858993459204,Comfort Suites Mount Vernon,US,Mount Vernon,404 S 44th St,38.31069,-88.9489
858993459208,River Oaks Golf Villas,US,Myrtle Beach,590 River Oaks Dr,33.72237,-78.92113
876173328385,Excellence Riviera Cancun - Adults Only - All Inclusive,US,Mont Belvieu,Carr Federal 307 Chet Pto Juarez,20.87549,-86.86814
893353197569,Briarcliff,US,Great Barrington,506 Stockbridge Rd,42.238323,-73.33482
893353197574,Tmc Resort Rentals,US,Montgomery,14001 Walden Rd,30.40422,-95.63431
901943132163,The Merritt Center and Lodge,US,Payson,121 Haught Rd,34.25475,-111.27377
910533066756,Four Seasons Country Inn,US,Glasgow,4107 Scottsville Rd,36.954535,-85.961849
919123001347,Best Western University Inn & Suites,US,Forest Grove,3933 Pacific Ave,45.52078,-123.07752
936302870530,Arion,US,Ramey,40 Apollonos St,37.812115,23.774569
944892805120,Doubletree By Hilton Hotel Bay City - Riverfront,US,Bay City,1 Wenonah Park Pl,43.596927,-83.891054
944892805124,Melia Paris Champs-elys��es,US,Irving,102 Avenue Victor Hugo,48.868568,2.282725
953482739713,Holiday Inn Express Eagle,US,Eagle,75 Pond Rd,39.659771,-106.830495
962072674306,Americas Best Value Inn,US,Galesburg,29 Public Sq 2,40.94788,-90.37126
962072674309,Candlewood Suites Indianapolis Northwest,US,Indianapolis,7455 Woodland Dr,39.888268,-86.26509
970662608899,Holiday Inn Express Hotel and Suites Raleigh-wakefield,US,Raleigh,11400 Common Oaks Dr,35.95036,-78.54278
970662608904,Hotel Roc Flamingo,US,Abbeville,Av De Isabel Manoja 9,36.62315,-4.50121
970662608907,Holiday Inn Express Hotel and Suites Cambridge,US,Cambridge,250 Msgr O'brien Hwy,42.373389,-71.081492
987842478081,Country Inn & Suites By Carlson,US,Crystal Lake,600 Tracy Trl,42.228017,-88.297272
996432412676,Red Carpet Inn,US,Oskaloosa,2278 Highway 63,41.32402,-92.64586
996432412679,Simoni's Fremont Inn,US,Stockton,2303 W Fremont St,37.955647,-121.327894
1005022347268,Roy-el Motel,US,Wapello,405 Highway 61 S,41.174864,-91.190254
1013612281859,Super 8 Pittsburgh/monroeville,US,Pittsburgh,1807 Golden Mile Hwy,40.4461,-79.7139
1013612281864,Pavilion Lodge,US,Avalon,Po Box 737,33.3649,-118.3815
1022202216449,Microtel Inn Suites By Wyndham San Antonio By Seaworld,US,San Antonio,1605 W Loop 1604 S,29.41358,-98.70959
1030792151040,Country Inns Suites,US,Iron Mountain,2005 S Stephenson Ave,45.841633,-88.04958
1039382085632,Quality Inn,US,Dublin,4424 Cleburne Blvd,37.07262,-80.69679
1047972020226,Country Inn & Suites By Carlson,US,Clinton,710 Park Pl,36.16315,-84.08504
1056561954818,Wilshire Inn Motel,US,Cushing,1720 E Main St,35.9856,-96.74215
1065151889408,Holiday Inn Express Hotel and Suites Memphis Southwind,US,Memphis,4068 Stansell Ct,35.03565,-89.79881
1073741824003,Best Western Hotel Goldenmile Milan,US,Washington,Viale Cristoforo Colombo 33,45.42665054,9.071522086
1082331758595,Hampton Inn Virginia Beach Oceanfront North,US,Virginia Beach,3107 Atlantic Ave,36.859787,-75.978035
1099511627777,Harrah's Laughlin Hotel and Casino,US,Laughlin,2900 S Casino Dr,35.144281,-114.577492
1108101562368,The Houstonian Hotel,US,Houston,111 N Post Oak Ln,29.768461,-95.459631
1116691496960,Quality Inn,US,Decatur,2120 Jameson Pl S W,34.57757,-87.020861
1125281431553,Motel 6,US,Buena Park,7051 Valley View St,33.858124,-118.02875
1133871366147,Wyndham Vacation Resorts Towers On The Grove,US,North Myrtle Beach,2100 N Ocean Blvd,33.82734,-78.645195
1142461300738,Terrace Inns Suites,US,El Cerrito,10869 San Pablo Ave,37.915024,-122.31116
1151051235328,Eldorado Suites Hotel,US,Bisbee,55 Ok St,31.443132,-109.91349
1151051235333,Clarion Suites Philadelphia,US,Philadelphia,1010 Race St,39.95546,-75.15647
1151051235334,Atlanta Marriott Northwest At Galleria,US,Atlanta,200 N Interstate Pkwy Se,33.89723,-84.46652
1168231104514,Knights Inn Eau Claire,US,Eau Claire,6260 Texaco Dr,44.84402,-91.59572
1176821039105,Gardena Terrace Inn,US,Gardena,15902 S Western Ave,33.886224,-118.309143
1185410973698,Point Randall Resort,US,Lake Ozark,1584 Susan Rd,38.206224,-92.665213
1194000908290,Hilton Americas-houston,US,Houston,1600 Lamar,29.75143553,-95.36045909
1202590842884,Red Roof Inn St Louis - Troy,US,Troy,2030 Formosa Rd,38.734557,-89.913938
1211180777472,Jellico Days Inn North Tennessee,US,Jellico,I75 Us 25w Exit 160,36.58786,-84.126875
1219770712065,Inroads Ireland Tours,US,Madison,2918 Stevens St,43.072693,-89.439605
1228360646657,Super 8 Chicago O'hare Airport,US,Elk Grove Village,2951 Touhy Ave,42.007953,-87.936614
1236950581252,Holiday Inn Express Henderson,US,Henderson,200 Simmons St,36.334415,-78.440755
1254130450434,Holiday Inn Express Hotel and Suites Va Beach Oceanfront,US,Virginia Beach,2607 Atlantic Ave,36.85497235,-75.97641885
1262720385028,Ambassador Inn Albuquerque,US,Albuquerque,1520 Candelaria Rd N E,35.114822,-106.62761
1271310319620,Super 8 Metropolis,US,Metropolis,2055 E 5th St,37.162308,-88.690626
1288490188800,Sir Walter Raleigh Inns of Greenbelt,US,College Park,6323 Greenbelt Rd,38.996452,-76.903755
1297080123393,Days Inn Newton,US,Newton,105 Manchester Ave,38.043312,-97.320388
1297080123395,Holiday Inn Express Hotel & Suites Bloomington-normal,US,Normal,1715 Parkway Plaza Dr,40.51398,-88.952632
1305670057985,Comfort Inn,US,Bonita Springs,9800 Bonita Beach Rd,26.331369,-81.787918
1305670057990,Hampton Inn Abilene,US,Abilene,3917 Ridgemont Dr,32.40399,-99.76546
1314259992576,Fh Hotel Villa Fiesole,US,Ames,Via Beato Angelico 35,43.801897,11.298293
1322849927168,Country Inn Walker,US,Walker,442 Walker Bay Blvd,47.09124,-94.57172
1322849927173,Aspen Haus Bed and Breakfast,US,Healy,18 Hematite Pl,63.877674,-149.00726
1322849927175,Newark Budget Inn,US,Newark,176 W Church St,40.057014,-82.41043
1331439861763,Hampton Inn Roanoke/salem,US,Salem,1886 Electric Rd,37.265157,-80.03187
1340029796353,Castle Kona Reef,US,Kailua Kona,75 5888 Alii Dr,19.629903,-155.988787
1348619730945,The Inn On Negley,US,Pittsburgh,703 S Negley Ave,40.453283,-79.931668
1348619730950,The Dec,US,Aberdeen,720 Lamont St S,45.457684,-98.441345
1357209665540,Super 8 Van Horn,US,Van Horn,1807 E Frontage Rd,29.671524,-95.037971
1365799600129,Towneplace Suites Albany University Area,US,Albany,1379 Washington Ave,42.686743,-73.815101
1374389534721,Hotel Mc Call,US,Mccall,1101 N 3rd St,44.910785,-116.097702
1382979469313,Plaza Hotel and Casino - Las Vegas,US,Las Vegas,1 Main St,36.171617,-115.146375
1391569403905,Leakey Springs Cabins,US,Concan,Rr 1120,,
1400159338496,Garden Bed and Breakfast,US,Deansboro,2827 State Route 12b,43.00021,-75.42649
1408749273089,Sam's Town Hotel & Gmblng Hall,US,Robinsonville,1477 Casino Strip Resort Blvd,34.819119,-90.411665
1417339207680,Holiday Inn Express & Suites Portland,US,Portland,100 Holiday Dr,40.439227,-84.99398
1417339207685,Sand Dunes Motel,US,Mosca,5465 N State Highway 17,37.65417,-105.87038
1425929142272,Motel 6,US,Gustine,12733 State Highway 33,37.11165,-121.01571
1425929142276,Avalon Hotel Group,US,Gonzales,916 S Burnside Ave 400,30.22585,-90.92064
1434519076866,Sunset Inn,US,Oroville,1835 Feather River Blvd,39.504005,-121.569869
1451698946048,Boardroom Motel,US,Oakland,12678 Garrett Hwy,39.420506,-79.399055
1460288880640,La Quinta Inn-houston,US,Houston,930 Normandy St,29.773048,-95.206568
1468878815233,Inn At Queen Anne,US,Seattle,505 1st Ave N,47.62332,-122.35542
1468878815238,Comfort Suites,US,Southfield,24977 Northwestern Hwy,42.472016,-83.241718
1477468749827,Hotel Olcott,US,New York,27 W 72nd St,,
1494648619009,Sheraton Baltimore North Hotels,US,Towson,903 Dulaney Valley Rd,39.40659,-76.60111
1503238553602,Warwick Denver,US,Denver,1776 Grant St,39.744501,-104.983568
1511828488193,Lake Raystown Resort Lodge & Conference Center,US,Entriken,100 Chipmunk Xing,40.340052,-78.200615
1529008357376,Canyon Gate Motel,US,Spearfish,503 Spearfish Canyon Rd,44.476166,-103.84841
1529008357378,Sands Central Inn Hot Springs,US,Hot Springs National Park,1525 Centeral Ave,34.49832,-93.05674
1537598291970,Comfort Inn,US,College Park,8601 Baltimore Ave,38.99565,-76.9319
1546188226562,Comfort Inn,US,Edinburg,4001 Closner Business 281,26.33373,-98.248491
1554778161152,The Inn @ St. Botolph,US,Boston,99 Saint Botolph St,,
1563368095745,Pelican Shores Inn,US,Lincoln City,2645 N W Inlet Ave,44.98465469,-124.0137872
1571958030338,Sterling Motel,US,Austin,1507 W Oakland Ave,43.666462,-92.99311
1580547964928,Rangeland Court Motel & Rv,US,Moorcroft,108 N Yellowstone Ave,44.264012,-104.95052
1589137899520,Octagon Inn,US,Navajo Dam,2 County Road 4275,36.8921,-107.603
1606317768704,Hotel Vorbach,US,Ashburn,Johnsallee 63 67,53.566245,9.988144
1614907703299,Beach Haven Vacation Rental House,US,Beach Haven,2108 S Bay Ave,39.550227,-74.24943
1623497637892,Super 8 Columbia East,US,Columbia,5700 Freedom Dr,38.961861,-92.24376
1632087572485,Hilton Garden Inn Oconomowoc,US,Oconomowoc,1443 Pabst Farms Cir,43.0719,-88.46372
1657857376256,Hilton Garden Inn Austin Nw - Arboretum,US,Austin,11617 Research Blvd,30.416106,-97.744278
1657857376260,Hampton Inn & Suites Douglas,US,Douglas,1730 Muirfield Ct,42.67756,-105.333191
1666447310851,Baymont Inn & Suites Griffin,US,Griffin,2007 N Expy,33.28714,-84.29196
1675037245442,Wine Valley Lodge,US,Napa,200 S Coombs St,38.283329,-122.288533
1692217114624,Best Western Plus-seaport Inn,US,New York,33 Peck,40.70806,-74.00145
1709396983808,Durango Travelodge,US,Durango,2970 Main Ave,37.295963,-107.872714
1717986918402,Melia Paris Notre Dame,FR,Paris,7 Rue De L h tel Colbert 5th arr 75005 Paris France,48.8515198,2.3486511
1717986918407,UNA Hotel Century,IT,Milan,Via Fabio Filzi 25 B Central Station 20124 Milan Italy,45.4841371,9.2001623
1726576852998,Hampton by Hilton Amsterdam Centre East,NL,Amsterdam,Panama Laan 188 196 Zeeburg 1019 AZ Amsterdam Netherlands,52.3714428,4.9346331
1735166787587,K K Palais Hotel,AT,Vienna,Rudolfsplatz 11 01 Innere Stadt 1010 Vienna Austria,48.2138096,16.3714293
1743756722176,Millennium Hotel Paris Opera,FR,Paris,12 Boulevard Haussmann 9th arr 75009 Paris France,48.8724588,2.3378004
1743756722181,Ch teau Monfort Relais Ch teaux,IT,Milan,Corso Concordia 1 Milan City Center 20129 Milan Italy,45.4682358,9.2073799
1752346656769,Hotel La Lanterne,FR,Paris,12 rue de la Montagne Sainte Genevi ve 5th arr 75005 Paris France,48.8489839,2.348383
1752346656772,Hotel Sans Souci Wien,AT,Vienna,Burggasse 2 07 Neubau 1070 Vienna Austria,48.204576,16.3563661
1752346656777,Hotel Portello Gruppo Minihotel,IT,Milan,Via G Silva 12 Fiera Milano City 20149 Milan Italy,45.4802503,9.1494925
1760936591364,Maison Albar Hotel Paris C line,FR,Paris,23 25 rue de Pont Neuf 1st arr 75001 Paris France,48.8606187,2.344401
1760936591368,Renaissance Paris Le Parc Trocadero Hotel,FR,Paris,55 57 Avenue Raymond Poincare 16th arr 75016 Paris France,48.8673099,2.2856528
1769526525953,Best Western Mornington Hotel Hyde Park,GB,Paddington,12 Lancaster Gate Lancaster Gate Westminster Borough London W2 3LG United Kingdom,51.5119933,-0.1782794
1769526525959,Hilton Diagonal Mar Barcelona,ES,Barcelona,Passeig del Taulat 262 264 Sant Mart 08019 Barcelona Spain,41.4084334,2.2178205
1778116460545,Covent Garden Hotel,GB,London,10 Monmouth Street Camden London WC2H 9HB United Kingdom,51.5145986,-0.1270336
1778116460550,Hotel Johann Strauss,AT,Vienna,Favoritenstra e 12 04 Wieden 1040 Vienna Austria,48.1949694,16.3692624
1786706395136,Hotel Dupond Smith,FR,Paris,2 rue des Guillemites 4th arr 75004 Paris France,48.857898,2.3571978
1786706395141,Suite Hotel 900 m zur Oper,AT,Vienna,Wiedner Hauptstra e 44 04 Wieden 1040 Vienna Austria,48.1935235,16.3669145
1795296329733,Hotel Barcelona Universal,ES,Barcelona,Avinguda Paral lel 76 78 Ciutat Vella 08001 Barcelona Spain,41.375237,2.1684058
1803886264322,Shaftesbury Hyde Park International,GB,London,52 56 Inverness Terrace Westminster Borough London W2 3LB United Kingdom,51.5123968,-0.186124
1803886264327,Apex City Of London Hotel,GB,London,No 1 Seething Lane City of London London EC3N 4AX United Kingdom,51.5104624,-0.0795502
1803886264328,Hotel Vilamar,ES,Barcelona,Vilamari 34 36 Eixample 08015 Barcelona Spain,41.3766732,2.1524478
1812476198916,Hilton Barcelona,ES,Barcelona,Avenida Diagonal 589 591 Les Corts 08014 Barcelona Spain,41.388682,2.1316368
1812476198921,Hotel Silver,IT,Milan,Via Riccardo Lombardi 9 11 20153 Milan Italy,45.4589731,9.0687506
1829656068096,Park Plaza County Hall London,GB,London,1 Addington Street Lambeth London SE1 7RY United Kingdom,51.5014001,-0.1160092
1829656068101,Senator Hotel Vienna,AT,Vienna,Hernalser Hauptstra e 105 17 Hernals 1170 Vienna Austria,48.2195864,16.3255339
1838246002689,Mercure Paris Porte d Orleans,FR,Paris,13 Rue Fran ois Ory 92120 Paris France,48.8178079,2.3293636
1846835937283,Duquesa de Cardona,ES,Barcelona,Passeig Colom 12 Ciutat Vella 08002 Barcelona Spain,41.3798658,2.1805271
1855425871874,Hotel Balmes,ES,Barcelona,Mallorca 216 Eixample 08008 Barcelona Spain,41.3910621,2.1593373
1864015806464,Maxim Op ra,FR,Paris,13 rue Geoffroy Marie 9th arr 75009 Paris France,48.8738557,2.3444232
1864015806469,Hotel Les Bains Paris,FR,Paris,7 Rue Du Bourg L abb 3rd arr 75003 Paris France,48.863828,2.3519345
1864015806474,Arthotel ANA Boutique Six,AT,Vienna,Webgasse 23 06 Mariahilf 1060 Vienna Austria,48.1941905,16.3462578
1872605741060,Hotel Ciutadella Barcelona,ES,Barcelona,Avenida Marqu s de l Argentera 4 Ciutat Vella 08003 Barcelona Spain,41.3837583,2.1846933
1881195675651,H tel De Sers Champs Elys es Paris,FR,Paris,41 Avenue Pierre 1er de Serbie 8th arr 75008 Paris France,48.8683593,2.3002117
1889785610240,Hotel Panache,FR,Paris,1 rue Geoffroy Marie 9th arr 75009 Paris France,48.8732543,2.343239
1889785610245,La Clef Tour Eiffel,FR,Paris,83 avenue Kl ber 16th arr 75016 Paris France,48.8647019,2.2886425
1898375544832,Windermere Hotel,GB,London,142 To 144 Warwick Way Victoria Westminster Borough London SW1V 4JE United Kingdom,51.4903724,-0.1459218
1898375544837,Hotel Lombardia,IT,Milan,Viale Lombardia 74 76 Citt Studi 20131 Milan Italy,45.4872511,9.2237385
1906965479428,Hotel West End,FR,Paris,7 rue Cl ment Marot 8th arr 75008 Paris France,48.8671391,2.3038447
1915555414019,Mercure Vienna First,AT,Vienna,Desider Friedmann Platz 2 01 Innere Stadt 1010 Vienna Austria,48.2114567,16.3738677
1924145348609,Little Palace Hotel,FR,Paris,4 rue Salomon de Caus 3rd arr 75003 Paris France,48.8675674,2.3539896
1932735283203,Petit Palais Hotel De Charme,IT,Milan,Via Molino Delle Armi 1 Angolo Corso Italia Milan City Center 20123 Milan Italy,45.4559784,9.1871812
1941325217796,Royal Passeig de Gracia,ES,Barcelona,Passeig de Gracia 84 Eixample 08008 Barcelona Spain,41.3946775,2.162638
1949915152386,Hotel Le Squara,FR,Paris,3 rue Lepic 18th arr 75018 Paris France,48.884165,2.3328261
1958505086979,Ofelias Hotel 4 Sup,ES,Barcelona,Llan 24 Eixample 08015 Barcelona Spain,41.3957584,2.1822402
1967095021571,Vienna Sporthotel,AT,Vienna,Baumgasse 83 03 Landstra e 1030 Vienna Austria,48.191373,16.4082294
1975684956161,Le Tourville Eiffel,FR,Paris,16 avenue de Tourville 7th arr 75007 Paris France,48.8542681,2.3078116
1975684956166,Hotel Spa La Belle Juliette,FR,Paris,92 Rue Du Cherche Midi 6th arr 75006 Paris France,48.8474426,2.3223783
1984274890753,Hilton London Olympia,GB,London,380 Kensington High Street Kensington and Chelsea London W14 8NL United Kingdom,51.4967399,-0.2064723
1992864825344,Monhotel Lounge SPA,FR,Paris,1 3 Rue d Argentine 16th arr 75116 Paris France,48.8743481,2.2897334
1992864825349,Das Opernring Hotel,AT,Vienna,Opernring 11 01 Innere Stadt 1010 Vienna Austria,48.2026449,16.3671054
2001454759938,Park Plaza London Park Royal,GB,London,628 Western Avenue London W3 0TA United Kingdom,51.527262,-0.282992
2001454759943,Hotel Serhs Rivoli Rambla,ES,Barcelona,La Rambla 128 Ciutat Vella 08002 Barcelona Spain,41.3843222,2.1712893
2001454759945,Amsterdam Canal Residence,NL,Amsterdam,Weteringschans 251 Amsterdam City Center 1017 XJ Amsterdam Netherlands,52.3594783,4.895853
2010044694532,H tel De Castiglione,FR,Paris,38 Rue Du Faubourg Saint Honore 8th arr 75008 Paris France,48.8691758,2.3205807
2018634629122,H tel Paris Bastille Boutet MGallery by Sofitel,FR,Paris,22 24 Rue Faidherbe 11th arr 75011 Paris France,48.8519215,2.3839993
2018634629126,Pertschy Palais Hotel,AT,Vienna,Habsburgergasse 5 01 Innere Stadt 1010 Vienna Austria,48.2082256,16.3684123
2027224563712,Le Mathurin Hotel Spa,FR,Paris,43 Rue des Mathurins 8th arr 75008 Paris France,48.8732068,2.3239015
2027224563717,IH Hotels Milano Ambasciatori,IT,Milan,Galleria Del Corso 3 Milan City Center 20122 Milan Italy,45.4644348,9.1952727
2027224563719,Eurostars Bcn Design,ES,Barcelona,Passeig de Gr cia 29 Eixample 08007 Barcelona Spain,41.3907208,2.1660732
2035814498304,Arbor City,GB,London,12 Osborn Street Aldgate East Tower Hamlets London E1 6TE United Kingdom,51.5166755,-0.0697897
2044404432896,Grand Royale London Hyde Park,GB,London,1 Inverness Terrace Westminster Borough London W2 3JP United Kingdom,51.5109945,-0.1863417
